Source,RA_ICRS,DE_ICRS,pmRA,pmDE,Gmag,BPmag,RPmag
6083478784303121152,201.56066177297,-47.8814836326,-3.153,-6.59,15.680278,16.198206,15.012897
6083478779994872064,201.56615062084,-47.87818131595,-2.842,-6.413,19.211412,19.605392,18.671753
6083478784303121792,201.56171252303,-47.87668361503,-3.646,-6.022,19.242527,19.702717,18.764206
6083478818662849664,201.5036534486,-47.90595084507,-2.821,-5.554,20.434607,21.341497,19.811909
6083478818653849984,201.48916973848,-47.90726928348,-2.831,-4.939,20.531475,20.73831,19.736471
6083478818662727680,201.48916476156,-47.90428834091,-4.032,-5.763,19.672823,20.160593,19.026907
6083478814354515712,201.5016774967,-47.90123304689,-3.123,-6.755,19.821402,20.37624,19.229937
6083478853013611008,201.50752413238,-47.90523936454,-5.111,-6.768,20.299992,20.75108,19.659365
6083478853013617408,201.50745058207,-47.90114079259,-3.58,-5.707,20.608942,21.243824,19.945906
6083478853022468096,201.51015921483,-47.90199404454,-3.619,-6.318,18.45444,18.843437,17.95595
6083478853025422080,201.51491914775,-47.8974597481,-2.863,-6.76,18.925817,19.287287,18.41963
6083478853013638656,201.51717643726,-47.89425052109,-2.964,-8.096,20.63573,21.013205,19.996933
6083478853022471552,201.50921666153,-47.89640523287,-2.762,-6.954,18.515598,18.858372,18.03503
6083478853013622144,201.5067928253,-47.89658500478,-3.828,-6.96,20.06587,20.504814,19.483814
6083478853022472448,201.51040523128,-47.89445146687,-3.195,-6.964,18.373356,18.644028,17.60112
6083478853022475264,201.52254151043,-47.88952964786,-3.313,-7.073,17.81263,18.122753,17.319157
6083478853022474624,201.51322446514,-47.89029786948,-3.567,-6.705,19.478708,19.978832,19.079887
6083478887382205568,201.48182063221,-47.90287819067,-3.194,-6.531,19.962505,20.40449,19.318674
6083478887385160320,201.48701418672,-47.89767080363,-3.154,-7.461,19.665504,20.117956,19.204304
6083478887373343360,201.49250373417,-47.89915577175,-3.141,-6.268,20.45868,20.90804,19.976154
6083478887382208000,201.48300275294,-47.89888075781,-2.926,-6.788,19.284678,19.709549,18.77681
6083478883074007936,201.48782197609,-47.8963148125,-3.152,-6.455,19.202772,19.587204,18.675179
6083478887366413568,201.49490756582,-47.88511255489,-2.99,-6.95,20.57088,21.29703,20.149157
6083478917433815680,201.51821818501,-47.88171496865,-2.762,-6.139,20.004818,20.283108,19.305681
6083478921741953920,201.50859011201,-47.88583901825,-3.097,-7.41,19.723833,20.047863,19.232155
6083478917433810816,201.51377905018,-47.88091171277,-3.642,-6.557,19.348013,19.804964,18.875088
6083478921726151552,201.49910986519,-47.88603191806,-3.616,-7.016,18.618563,18.95238,18.066727
6083478921726154240,201.50530817155,-47.88206971149,-3.557,-7.045,19.70371,19.998985,19.028072
6083478921726155520,201.50910460961,-47.87955158811,-2.662,-7.103,,,
6083478951793494656,201.5283987759,-47.89440308324,-3.2,-8.2,19.65766,20.076382,19.101257
6083478956092862464,201.52505488363,-47.89396580447,-4.518,-7.538,20.484756,20.96507,20.020123
6083478951793517696,201.53441648884,-47.88875576344,-2.715,-6.88,19.44091,19.840643,18.930176
6083478951796692992,201.52969130764,-47.88711217356,-3.607,-6.405,17.378836,17.693165,16.88616
6083478956092885248,201.53365561407,-47.88391624837,-3.684,-6.549,20.410255,21.014397,19.881174
6083478956101691648,201.52761044011,-47.88698941782,-3.474,-6.636,14.773543,14.883163,14.575116
6083478956085891968,201.52484325887,-47.88363072809,-2.92,-7.06,19.850513,20.083216,19.052698
6083478956101697024,201.53487486078,-47.87626116173,-3.554,-6.953,19.162088,19.537146,18.643684
6083478990461551232,201.55369719737,-47.87646620638,-3.631,-6.569,17.66409,17.993795,17.183687
6083478990452671744,201.55768036474,-47.87171520426,-4.043,-7.16,20.089693,20.598776,19.611837
6083478990461552384,201.56131489206,-47.86852378348,-3.766,-6.413,17.79113,18.18595,17.256062
6083478990461551104,201.54894376395,-47.87312162207,-3.309,-6.465,15.017452,15.530286,14.342406
6083478986153328384,201.54456532423,-47.87117367232,-4.027,-6.568,20.160458,20.731468,19.52619
6083478990461552768,201.55785184818,-47.86372847039,-3.297,-7.025,18.177916,18.552612,17.712412
6083479024821170688,201.52304761271,-47.88211685988,-3.014,-6.332,12.735204,13.306903,12.010072
6083479020513077760,201.53302524284,-47.87278410299,-3.226,-6.406,19.477322,19.903519,19.08483
6083479024805375360,201.5289798159,-47.87364119697,-2.952,-6.83,19.22273,19.510824,18.307343
6083479020522444800,201.53067147693,-47.87027476081,-2.544,-5.928,19.836983,20.493578,19.365234
6083479024805377024,201.53263075287,-47.87106328476,-3.542,-7.462,19.771917,19.980217,19.16056
6083479024805377408,201.52992829319,-47.86899096497,-3.827,-6.797,20.254147,,
6083479024805378304,201.52484856755,-47.86788468708,-3.443,-7.241,18.197159,18.39014,17.62232
6083479024805379200,201.52399153402,-47.86660686181,-3.19,-6.847,19.716194,19.655012,18.796474
6083479054872806784,201.53858306017,-47.87051064133,-2.671,-6.639,19.446234,19.937904,19.017658
6083479054872818688,201.54429853129,-47.86798100132,-3.392,-6.996,18.754711,19.143538,18.253271
6083479054878840192,201.54718641294,-47.86413696681,-3.242,-6.848,18.512793,18.874382,18.06316
6083479054872833408,201.53961179332,-47.86529186074,-3.642,-6.261,19.333754,,
6083479054882171904,201.53935054991,-47.86487923158,-2.998,-6.839,17.0829,17.44553,16.488867
6083479059180916096,201.54269406703,-47.86489262336,-3.403,-6.777,19.593021,20.25554,19.079435
6083479054872838528,201.54515657005,-47.86353191797,-3.105,-7.414,19.660967,,
6083479054878836224,201.5458371192,-47.86342706623,-2.921,-7.126,18.984175,19.203894,18.221668
6083479054878841600,201.54860005081,-47.86491989075,-3.152,-6.426,17.784943,18.139,17.285406
6083479054872855808,201.5556596695,-47.85940267764,-3.315,-6.48,19.282469,19.707298,18.751602
6083479054872872960,201.55551116334,-47.85514323483,-3.899,-6.733,18.548943,18.930721,18.012007
6083479059165123072,201.54219859604,-47.85932654187,-4.002,-6.133,19.668264,20.183334,19.147442
6083479059180917888,201.53813536115,-47.86036216953,-3.837,-6.331,18.069345,18.415518,17.576645
6083479059165123584,201.53899275477,-47.85842353456,-3.392,-6.304,19.440248,19.822659,18.90807
6083479059165124352,201.54024582564,-47.8572130007,-3.563,-6.926,17.539026,17.845776,16.99778
6083479059181029248,201.54729355493,-47.85693946445,-3.748,-6.754,19.306442,19.707735,18.813204
